X,Y,T,dopen,presdemvoteshlag1,demvoteshlag1,demvoteshlag2,demwinprv1,demwinprv2,dmidterm,dpresdem
-9.1692123,52.460968,0,0,49.482624,42.462086,42.355656,0,0,0,1
5.7773113,61.560883,1,0,43.244301,45.415394,42.462086,0,0,0,0
4.921937,50.21965,1,0,38.885792,52.888657,45.415394,1,0,1,0
23.121761,48.466293,1,0,46.715855,52.460968,52.888657,1,1,1,1
.43930113,47.449448,1,0,46.715855,61.560883,52.460968,1,1,0,1
-2.2346497,49.510445,0,1,42.947369,48.466293,50.21965,0,1,1,0
33.891251,68.800041,1,1,38.070087,47.449448,48.466293,0,0,1,0
2.9928744,56.656986,1,0,38.070087,64.62265,47.449448,1,0,0,0
40.550488,62.450813,1,1,48.898689,49.510445,64.62265,1,1,0,1
15.520033,56.974323,1,0,40.909813,68.800041,49.510445,1,1,1,0
24.904451,50.989635,1,0,40.235443,56.656986,68.800041,1,1,1,0
13.952109,39.227772,1,0,40.235443,62.450813,56.656986,1,1,0,0
8.6800814,43.534111,1,0,44.146843,56.974323,62.450813,1,1,0,0
-14.208889,35.85384,0,1,40.181278,50.989635,56.974323,1,1,1,0
-12.925607,36.144085,0,1,47.375748,39.227772,50.989635,0,1,1,0
-24.061453,56.164135,0,0,47.375748,43.534111,39.227772,0,0,0,0
-27.706369,39.403889,0,0,46.44043,35.85384,43.534111,0,0,0,0
12.348917,,1,0,48.706676,36.144085,35.85384,0,0,1,0
-17.442408,,0,1,51.504272,56.164135,36.144085,1,0,1,0
-27.399286,0,0,0,41.060066,43.806534,,1,,0,1
-32.052475,12.196736,0,0,42.797684,31.877419,43.806534,0,1,0,1
-42.82304,56.978363,0,1,8.0994635,0,13.182475,0,0,1,0
-85.566422,24.236002,0,0,8.0994635,12.196736,0,0,0,0,0
20.781401,24.744028,1,1,44.280613,0,12.196736,0,0,0,0
-28.687876,13.204048,0,0,63.456226,56.978363,0,1,0,1,1
-22.911285,42.753513,0,0,63.801807,24.236002,56.978363,0,1,1,1
-32.214016,37.409435,0,0,63.801807,24.744028,24.236002,0,0,0,1
-7.7499986,46.192066,0,0,50.146675,13.204048,24.744028,0,0,0,1
-23.867359,45.565475,0,1,48.569019,42.753513,13.204048,0,0,1,1
-7.1450262,41.224762,0,0,50.697838,37.409435,42.753513,0,0,1,1
-17.370251,52.559818,0,0,38.707642,45.565475,46.192066,0,0,0,0
14.400697,53.293449,1,0,37.842377,41.224762,45.565475,0,0,1,0
5.356112,61.692856,1,0,48.048908,57.123341,41.224762,1,0,1,1
6.6853018,70.834084,1,0,48.048908,52.559818,57.123341,1,1,0,1
23.386923,61.750984,1,0,62.088585,53.293449,52.559818,1,1,0,1
42.357128,72.188011,1,0,44.267643,61.692856,53.293449,1,1,1,0
25.958672,48.338898,1,0,43.724884,70.834084,61.692856,1,1,1,0
45.21888,63.645508,1,0,43.724884,61.750984,70.834084,1,1,0,0
-1.8520981,47.395855,0,1,49.436573,72.188011,61.750984,1,1,0,1
29.512077,52.053787,1,0,43.180317,48.338898,72.188011,0,1,1,0
-3.4797013,52.570133,0,0,45.021702,63.645508,48.338898,1,0,1,0
4.52843,58.293671,1,1,45.021702,47.395855,63.645508,0,1,0,0
6.5602779,50.547523,1,0,51.414032,52.053787,47.395855,1,0,0,0
17.607822,61.542789,1,0,41.130741,52.570133,52.053787,1,1,1,0
2.145967,55.350483,1,0,48.810951,58.293671,52.570133,1,1,1,0
24.506838,67.306557,1,0,48.810951,50.547523,58.293671,1,1,0,0
11.238742,47.019917,1,0,47.832821,61.542789,50.547523,1,1,0,0
37.829872,,1,0,49.699718,55.350483,61.542789,1,1,1,0
-4.8376322,,0,0,56.217785,67.306557,55.350483,1,1,1,0
-9.033206,37.423153,0,0,37.640068,,,,,1,1
-13.202,54.855656,0,1,16.419628,49.957851,37.423153,0,0,1,0
-13.252542,50.484348,0,0,37.556,43.319656,49.957851,0,0,1,0
3.3609123,41.705318,1,0,57.685589,54.855656,43.033848,1,0,0,1
.33720434,48.373344,1,0,54.399849,50.484348,54.855656,1,1,1,1
-16.266956,57.798786,0,0,47.621094,49.743759,50.484348,1,1,1,1
-2.9102535,44.700726,0,0,47.621094,41.705318,49.743759,0,1,0,1
16.238108,47.525772,1,0,47.489693,48.373344,41.705318,0,0,0,1
-10.115862,46.082695,0,0,50.312443,57.798786,48.373344,1,0,1,1
-4.6848149,48.087238,0,0,35.587399,44.700726,57.798786,0,1,1,0
-7.8346105,46.611118,0,0,35.587399,47.525772,44.700726,0,0,0,0
-3.8255215,37.797729,0,1,40.650627,46.082695,47.525772,0,0,0,0
-6.7777634,50.248318,0,0,43.221909,48.087238,46.082695,0,0,1,1
-23.116722,55.066799,0,0,61.883144,46.611118,48.087238,0,0,1,1
.56070685,52.042187,1,1,61.883144,37.797729,46.611118,0,0,0,1
10.978839,47.906879,1,0,40.815681,50.248318,37.797729,1,0,0,0
4.7665091,45.538723,1,1,40.475422,55.066799,50.248318,1,1,1,0
-3.2173486,55.456257,0,0,48.458382,52.042187,55.066799,1,1,1,1
-7.9456806,33.574654,0,1,48.458382,47.906879,52.042187,0,1,0,1
11.797172,54.472713,1,0,38.604164,45.538723,47.906879,0,0,0,0
-32.460903,27.200205,0,0,45.887081,55.456257,45.538723,1,0,1,0
9.0561066,51.808662,1,0,54.711926,33.574654,55.456257,0,1,1,0
-42.414124,30.493393,0,0,54.711926,54.472713,33.574654,1,0,0,0
5.0944624,54.177647,1,0,43.285839,27.200205,54.472713,0,1,0,0
-37.918381,27.877041,0,0,50.260967,51.808662,27.200205,1,0,1,0
10.398647,62.655785,1,0,48.535645,30.493393,51.808662,0,1,1,0
-42.306526,33.303318,0,0,48.535645,54.177647,30.493393,1,0,0,0
25.394535,,1,0,49.233131,27.877041,54.177647,0,1,0,0
-31.049231,,0,0,53.928017,62.655785,27.877041,1,0,1,0
-.76518655,33.359165,0,1,39.299431,,,,,1,1
-29.962679,25.223545,0,0,49.949429,34.767361,,0,,1,1
-30.655489,34.739872,0,0,49.949429,33.728374,34.767361,0,0,0,1
-44.873138,38.906906,0,0,32.519402,33.359165,33.728374,0,0,0,0
-22.186193,48.413532,0,0,27.06159,34.739872,25.223545,0,0,1,0
3.6344707,43.77972,1,0,27.06159,38.906906,34.739872,0,0,0,0
-2.5858939,40.300266,0,0,53.562599,45.667519,38.906906,1,0,0,1
-12.4273,40.653465,0,0,53.669842,48.413532,45.667519,0,1,1,1
-16.81321,42.715214,0,0,42.395245,43.77972,48.413532,0,0,1,1
-12.204364,41.836349,0,1,39.175171,40.653465,40.300266,0,0,0,1
-10.420701,40.463722,0,0,44.611248,42.715214,40.653465,0,0,1,1
-14.491886,43.765305,0,0,30.496136,43.831894,42.715214,0,0,1,0
-17.434448,35.939972,0,0,30.496136,41.836349,43.831894,0,0,0,0
-26.49655,38.663223,0,0,39.104568,43.765305,40.463722,0,0,1,1
-6.9791226,22.020309,0,0,54.08876,35.939972,43.765305,0,0,1,1
-21.417627,49.148323,0,1,54.08876,45.166496,35.939972,0,0,0,1
-50.654366,42.412586,0,0,34.716076,38.663223,45.166496,0,0,0,0
-1.7033488,36.23925,0,0,29.504255,22.020309,38.663223,0,0,1,0
-11.451324,21.235863,0,1,44.936394,49.148323,22.020309,0,0,1,1
-27.521494,29.950726,0,1,44.936394,42.412586,49.148323,0,0,0,1
-54.752899,26.395121,0,0,33.287575,36.23925,42.412586,0,0,0,0
-40.098549,31.02898,0,0,32.598038,21.235863,36.23925,0,0,1,0
-47.209755,34.436947,0,0,42.559643,29.950726,21.235863,0,0,1,0
-27.586906,0,0,1,33.735611,31.02898,26.395121,0,0,0,0
-33.678333,27.487242,0,0,36.084797,34.436947,31.02898,0,0,1,0
-82.522369,36.458466,0,0,37.238323,31.587822,34.436947,0,0,1,0
-41.675537,26.378548,0,0,37.238323,0,31.587822,0,0,0,0
-23.599932,,0,0,36.623093,27.487242,0,0,0,0,0
-43.715828,,0,1,41.651966,36.458466,27.487242,0,0,1,0
-17.741686,17.895021,0,1,31.843191,,,,,0,1
-29.203754,0,0,0,19.43281,0,30.840536,0,0,1,0
-40.708351,36.127022,0,0,19.43281,17.895021,0,0,0,0,0
-66.292068,29.199558,0,0,6.8008604,6.420198,17.895021,0,0,0,0
-21.780025,20.55706,0,0,59.910275,36.127022,0,0,0,1,1
-32.439758,39.775543,0,0,61.843048,0,29.199558,0,0,0,1
-36.566319,59.929676,0,0,51.486748,20.55706,0,0,0,1,1
-19.147495,42.525799,0,1,0,10.410546,20.55706,0,0,1,1
20.266417,56.384552,1,0,0,39.775543,10.410546,0,0,0,1
-14.100862,52.902596,0,0,0,59.929676,39.775543,1,0,0,1
14.273998,57.531593,1,0,0,42.525799,59.929676,0,1,1,0
6.2750072,60.337067,1,0,0,56.384552,42.525799,1,0,1,0
21.082533,57.752472,1,0,0,57.531593,52.902596,1,1,0,1
8.7281494,56.670208,1,1,0,60.337067,57.531593,1,1,1,1
16.135475,67.505035,1,1,0,53.942577,60.337067,1,1,1,0
-19.221159,41.281898,0,1,0,67.505035,56.670208,1,1,1,1
-6.8640084,40.920872,0,0,0,40.389423,67.505035,0,1,1,0
-16.800495,50.44117,0,0,0,46.567997,40.389423,0,0,0,0
-18.158257,44.099907,0,0,49.736099,41.281898,46.567997,0,0,0,0
.8823365,50.318909,1,0,0,40.920872,41.281898,0,0,1,0
-4.9518614,48.83419,0,1,43.484653,50.44117,40.920872,1,0,1,0
5.541554,58.056347,1,0,51.099949,50.318909,44.099907,1,0,0,0
-2.1933019,42.363312,0,1,47.905575,48.83419,50.318909,1,1,1,0
20.119921,,1,1,51.089687,47.33556,48.83419,0,1,1,0
.010898709,,1,0,51.089687,58.056347,47.33556,1,0,0,0
3.1214089,51.361042,1,0,47.34642,50.404949,,1,,0,1
3.5589159,47.881271,1,0,43.145306,44.472996,50.56414,0,1,1,0
-4.0329695,59.544922,0,1,43.801319,51.294697,51.361042,1,1,0,0
27.324898,60.690617,1,1,44.15406,47.881271,51.294697,0,1,0,0
19.832119,51.169151,1,0,63.694008,63.180447,47.881271,1,0,1,1
21.541695,49.89296,1,0,60.758053,59.544922,63.180447,1,1,1,1
-.11554658,53.588261,0,1,52.269226,51.169151,60.690617,1,1,0,1
-5.6167989,53.986538,0,1,51.370876,49.89296,51.169151,0,1,1,1
7.2359114,56.410049,1,0,58.108372,47.093048,49.89296,0,0,1,1
8.0484419,66.450554,1,0,58.108372,53.588261,47.093048,1,0,0,1
32.901108,66.552856,1,0,50.1087,56.410049,53.986538,1,1,1,0
9.1305523,51.019745,1,0,50.258034,66.450554,56.410049,1,1,1,1
33.105705,51.049526,1,0,50.258034,54.565273,66.450554,1,1,0,1
2.0394921,60.069527,1,1,64.049591,66.552856,54.565273,1,1,0,1
2.9229403,42.496109,1,0,43.73822,51.019745,66.552856,1,1,1,0
20.790035,52.001751,1,0,37.705666,51.049526,51.019745,1,1,1,0
-14.442503,49.14925,0,1,37.705666,60.069527,51.049526,1,1,0,0
4.3279858,47.357422,1,1,51.178764,42.496109,60.069527,0,1,0,1
-1.7004609,31.750166,0,0,44.380699,52.001751,42.496109,1,0,1,0
-5.2789927,44.925892,0,1,39.97525,49.14925,52.001751,0,1,1,0
-35.950809,35.698906,0,0,39.97525,47.357422,49.14925,0,0,0,0
-6.9613514,43.771122,0,0,47.850449,31.750166,47.357422,0,0,0,0
-24.023893,50.466591,0,1,44.06625,44.925892,31.750166,0,0,1,0
-8.9048653,42.797081,0,0,47.539577,35.698906,44.925892,0,0,1,0
-13.295439,39.156681,0,0,47.08427,50.466591,43.771122,1,0,0,0
2.2699058,,1,0,46.100445,42.797081,50.466591,0,1,1,0
-16.421312,,0,1,49.296646,49.578358,42.797081,1,0,1,0
4.0947256,38.243084,1,0,0,,,,,0,1
-9.0290279,37.583237,0,1,55.279743,49.977119,,1,,1,1
-18.593418,38.720875,0,0,31.250212,45.485489,49.977119,0,1,1,0
-24.833525,39.741535,0,0,31.250212,38.243084,45.485489,0,0,0,0
-17.093723,18.359936,0,0,36.179836,38.720875,37.583237,0,0,1,0
12.425452,41.491497,1,1,62.981926,39.741535,38.720875,0,0,1,1
-25.460264,22.033096,0,0,62.981926,55.293362,39.741535,1,0,0,1
-15.51221,29.180931,0,1,57.143394,18.359936,55.293362,0,1,0,1
-26.946964,43.297768,0,0,42.813187,41.491497,18.359936,0,0,1,1
-41.638138,27.827444,0,0,41.419861,22.033096,41.491497,0,0,1,1
-22.141945,41.069691,0,1,30.846209,27.827444,43.297768,0,0,1,0
-11.278716,38.623466,0,0,34.485573,38.929028,27.827444,0,0,1,0
-17.860624,38.827351,0,0,34.485573,44.360641,38.929028,0,0,0,0
-22.748808,47.428566,0,0,37.929195,41.069691,44.360641,0,0,0,1
-22.345301,46.769497,0,0,52.607189,38.623466,41.069691,0,0,1,1
-5.0576744,52.890564,0,0,31.81218,38.827351,38.623466,0,0,1,0
-6.3173146,67.616837,0,0,31.81218,47.428566,38.827351,0,0,0,0
5.8183761,66.590675,1,1,29.497524,46.769497,47.428566,0,0,0,0
35.291527,51.935844,1,1,38.449673,52.890564,46.769497,1,0,1,1
3.9192171,58.902405,1,0,26.022738,66.590675,67.616837,1,1,0,0
15.043124,54.781467,1,1,28.807915,51.935844,66.590675,1,1,0,0
17.979277,41.65316,1,0,39.191036,56.706047,51.935844,1,1,1,0
9.7770214,51.000225,1,0,29.403454,58.902405,56.706047,1,1,1,0
-14.484426,14.637134,0,1,29.403454,54.781467,58.902405,1,1,0,0
2.1853299,63.882793,1,1,34.950657,41.65316,54.781467,0,1,0,0
-68.125031,40.056984,0,0,33.253036,51.000225,41.65316,1,0,1,0
27.765583,,1,0,32.682159,14.637134,51.000225,0,1,1,0
-17.463228,,0,0,32.682159,63.882793,14.637134,1,0,0,0
-21.866909,0,0,0,34.170963,,,,,1,1
-15.606395,47.716949,0,0,34.170963,33.948002,,0,,0,1
-4.5660973,19.346455,0,1,18.276913,0,38.24435,0,0,1,0
-64.071671,27.447113,0,0,6.9609857,47.716949,0,0,0,1,0
-60.28788,40.244293,0,0,6.9609857,8.7159748,47.716949,0,0,0,0
-44.87849,7.3127174,0,0,44.465385,19.346455,8.7159748,0,0,0,0
-17.999512,26.447079,0,0,69.589142,27.447113,19.346455,0,0,1,1
-42.81192,45.195847,0,0,59.604847,40.244293,27.447113,0,0,1,1
-11.662206,23.199623,0,1,59.604847,7.3127174,40.244293,0,0,0,1
-30.137497,23.255529,0,0,45.482372,45.195847,26.447079,1,0,1,1
-35.188198,36.008617,0,0,43.40963,23.199623,45.195847,0,1,1,1
-43.093346,41.484596,0,0,43.40963,32.405899,23.199623,0,0,0,1
-27.599005,39.346199,0,0,28.391829,23.255529,32.405899,0,0,0,0
-21.307608,33.704372,0,0,44.52198,41.484596,36.008617,0,0,1,1
15.286255,61.267536,1,0,44.52198,39.346199,41.484596,0,0,0,1
-30.925951,48.345291,0,0,57.968414,57.643127,39.346199,1,0,0,1
23.46648,62.096642,1,0,38.231499,33.704372,57.643127,0,1,1,0
-.078928471,28.956266,0,0,35.785736,61.267536,33.704372,1,0,1,0
25.544226,62.817139,1,0,35.785736,48.345291,61.267536,0,1,0,0
-41.32996,49.803806,0,1,45.803009,62.096642,48.345291,1,0,0,1
28.79203,59.445656,1,0,26.261087,28.956266,62.096642,0,1,1,0
20.12949,63.155354,1,1,42.972,59.445656,49.803806,1,1,0,0
15.965962,61.372543,1,0,32.183502,59.004066,59.445656,1,1,1,0
27.997074,68.27993,1,0,40.127846,57.982983,59.004066,1,1,1,0
22.745089,68.826324,1,0,40.127846,63.155354,57.982983,1,1,0,0
36.559853,22.174347,1,0,33.05534,61.372543,63.155354,1,1,0,0
39.297832,,1,0,35.498814,68.27993,61.372543,1,1,1,0
-53.905998,,0,1,44.620541,68.826324,68.27993,1,1,1,0
3.4552364,19.99848,1,1,42.072781,,,,,1,1
-16.121677,31.156021,0,1,45.905136,48.102848,,1,,1,1
-30.097897,33.277615,0,1,45.905136,38.948883,48.102848,0,1,0,1
-12.971705,51.632248,0,1,19.842314,19.99848,38.948883,0,0,0,0
-26.242533,44.570919,0,0,13.358991,31.156021,19.99848,0,0,1,0
3.2644987,48.832241,1,0,39.204605,33.277615,31.156021,0,0,1,0
2.0870566,41.258141,1,0,63.623726,44.570919,51.632248,0,1,0,1
-4.9125166,36.139851,0,1,54.017853,48.832241,44.570919,1,0,1,1
-27.720304,36.080235,0,0,42.590954,41.258141,47.543743,0,0,0,1
-18.669209,42.704617,0,1,41.672127,36.139851,41.258141,0,0,0,1
-27.839529,49.205154,0,1,47.041443,40.665398,36.139851,0,0,1,1
-14.590764,47.557636,0,0,30.727566,36.080235,40.665398,0,0,1,0
-4.8847227,33.716312,0,0,41.614799,49.205154,42.704617,0,0,0,0
.23474693,56.789635,1,0,41.786438,47.557636,49.205154,0,0,1,1
-32.567379,57.043404,0,0,55.612415,50.117374,47.557636,1,0,1,1
13.57927,53.043198,1,0,55.612415,33.716312,50.117374,0,1,0,1
14.086807,33.164059,1,1,41.961643,56.789635,33.716312,1,0,0,0
6.0864,39.397453,1,0,45.523151,57.043404,56.789635,1,1,1,0
-33.671883,25.50956,0,1,48.912125,53.043198,57.043404,1,1,1,1
-18.803097,51.602947,0,1,48.912125,33.164059,53.043198,0,1,0,1
-48.980881,45.072517,0,0,31.691807,39.397453,33.164059,0,0,0,0
3.2058954,64.902321,1,0,36.528797,25.50956,39.397453,0,0,1,0
-7.3192091,51.321938,0,0,46.50613,51.602947,25.50956,1,0,1,0
32.395702,62.143135,1,0,46.50613,45.072517,51.602947,0,1,0,0
2.6438684,49.622826,1,0,37.140972,64.902321,45.072517,1,0,0,0
25.734514,49.423809,1,0,43.027122,51.321938,64.902321,1,1,1,0
.1552552,62.491692,1,0,37.564224,62.143135,51.321938,1,1,1,0
-1.1523843,0,0,0,37.564224,49.622826,62.143135,1,1,0,0
24.983383,,1,0,38.443645,49.423809,49.622826,0,1,0,0
-100,,0,0,44.747429,62.491692,49.423809,1,0,1,0
99.831833,71.881699,1,0,65.9478,,,,,0,1
45.385773,99.774315,1,0,61.329006,99.676811,99.915916,1,1,1,0
48.94418,76.663292,1,0,61.329006,71.881699,99.676811,1,1,0,0
53.326584,91.694481,1,0,45.894737,99.774315,73.122093,1,1,1,0
55.042488,93.323486,1,0,68.463341,76.663292,99.774315,1,1,1,1
87.017097,91.129288,1,0,68.463341,75.967529,76.663292,1,1,0,1
86.646973,64.846817,1,0,70.22924,91.694481,75.967529,1,1,0,1
34.391041,73.351471,1,0,62.364311,91.129288,93.323486,1,1,1,1
34.752739,79.881248,1,0,62.364311,64.846817,91.129288,1,1,0,1
46.70295,69.316711,1,0,47.891026,65.595314,64.846817,1,1,0,1
59.762489,81.270508,1,0,43.35675,73.351471,65.595314,1,1,1,0
38.633423,63.796234,1,0,38.36224,79.881248,73.351471,1,1,1,0
25.095963,46.1203,1,0,53.540791,63.796234,81.270508,1,1,1,1
-22.349936,38.267033,0,0,32.530128,58.573006,63.796234,1,1,1,0
-5.3266258,49.785889,0,0,32.530128,31.165546,58.573006,0,1,0,0
-23.46594,48.80109,0,0,30.122257,46.1203,31.165546,0,0,0,0
-.38625002,29.945002,0,1,47.958218,38.267033,46.1203,0,0,1,1
-2.3828416,71.249847,0,1,40.308743,49.785889,38.267033,0,0,1,0
-40.102478,0,0,0,40.308743,48.80109,49.785889,0,0,0,0
42.555721,45.608402,1,1,37.092937,29.945002,48.80109,0,0,0,0
-80.907089,47.393505,0,0,39.231403,71.249847,29.945002,1,0,1,0
2.7297199,47.680264,1,0,40.593433,0,71.249847,0,1,1,0
-5.0860524,0,0,0,40.593433,45.608402,0,1,0,0,0
-4.5751719,49.594315,0,0,45.14777,47.393505,45.608402,0,1,0,0
-82.575256,65.032547,0,0,44.435612,47.680264,47.393505,0,0,1,0
.39355457,,1,0,45.483898,0,47.680264,0,0,1,0
31.304005,,1,1,45.483898,49.594315,0,1,0,0,0
62.943562,67.980888,1,1,69.886993,,,,,1,1
36.828224,80.872627,1,0,75.988808,100,78.128502,1,1,0,1
50.359558,59.713978,1,0,66.707985,67.980888,100,1,1,0,0
61.745251,86.246712,1,1,69.68557,75.179779,67.980888,1,1,1,0
19.427956,87.027199,1,0,51.32761,80.872627,75.179779,1,1,1,0
74.789085,99.994217,1,0,84.744301,86.246712,59.713978,1,1,0,1
72.756622,81.777931,1,,86.382317,87.027199,86.246712,1,1,1,1
64.832153,76.539986,1,0,85.222832,99.994217,86.378311,1,1,0,1
67.999092,82.474342,1,0,81.309761,81.777931,99.994217,1,1,0,1
53.079975,100,1,0,44.393089,83.999542,81.777931,1,1,1,1
64.949005,70.241714,1,0,64.553413,76.539986,83.999542,1,1,1,0
100,50.855625,1,0,64.553413,82.474342,76.539986,1,1,0,0
40.486496,60.071415,1,0,56.408291,100,82.474342,1,1,0,0
1.713264,69.987289,1,0,56.789524,70.241714,100,1,1,1,1
21.071306,62.267303,1,0,0,50.855625,70.241714,1,1,1,1
47.93985,95.843796,1,1,0,60.071415,50.855625,1,1,0,1
29.204481,93.994728,1,0,65.836349,69.987289,60.071415,1,1,0,0
91.687599,47.053921,1,0,25.517576,62.267303,69.987289,1,1,1,0
87.989449,62.756245,1,1,55.741779,95.843796,62.267303,1,1,1,1
-3.0990362,50.281502,0,1,55.741779,93.994728,95.843796,1,1,0,1
26.401546,60.567154,1,0,47.200981,47.053921,93.994728,0,1,0,0
.56300163,64.870438,1,0,38.280781,62.756245,47.053921,1,0,1,0
21.146959,45.4618,1,0,39.863297,50.281502,62.756245,1,1,1,0
-6.9884958,39.827705,0,1,40.880062,64.870438,60.567154,1,1,0,0
-26.550467,32.354359,0,0,43.156086,45.4618,64.870438,0,1,1,0
-18.74935,36.520447,0,0,41.566502,36.691368,45.4618,0,0,1,0
-35.1908,34.710155,0,0,41.566502,39.827705,36.691368,0,0,0,0
-26.841787,,0,0,36.843739,32.354359,39.827705,0,0,0,0
-30.465321,,0,0,38.740437,36.520447,32.354359,0,0,1,0
100,73.535271,1,0,65.966118,,,,,1,1
31.87989,82.755371,1,1,65.966118,100,,1,,0,1
47.070538,100,1,,58.493309,65.939941,100,1,1,0,0
100,81.835068,1,0,60.281391,82.755371,73.535271,1,1,1,0
78.969971,89.614258,1,0,60.281391,100,82.755371,1,1,0,0
79.228508,85.106613,1,0,81.795586,81.835068,89.484985,1,1,1,1
100,93.307663,1,1,78.443092,89.614258,81.835068,1,1,1,1
70.213226,100,1,1,78.443092,100,89.614258,1,1,0,1
86.615326,100,1,0,69.950089,85.106613,100,1,1,0,1
100,82.983025,1,0,61.721413,93.307663,85.106613,1,1,1,1
100,99.88105,1,0,55.904152,100,93.307663,1,1,1,0
65.966049,68.673935,1,0,55.904152,100,100,1,1,0,0
99.762108,100,1,,52.457375,82.983025,100,1,1,0,0
37.347866,59.145283,1,0,50.594521,99.88105,82.983025,1,1,1,1
100,60.884983,1,,56.063957,68.673935,99.88105,1,1,1,1
18.290564,84.896202,1,0,56.063957,100,68.673935,1,1,0,1
69.792404,59.087276,1,1,30.690292,60.884983,59.145283,1,1,1,0
60.354359,57.347744,1,1,64.961723,84.896202,60.884983,1,1,1,1
18.215481,62.27607,1,1,64.961723,76.577202,84.896202,1,1,0,1
14.69549,99.833214,1,0,47.522633,59.087276,76.577202,1,1,0,0
24.559624,60.177197,1,0,38.772411,57.347744,59.087276,1,1,1,0
99.666428,47.29958,1,0,42.19173,62.27607,57.347744,1,1,1,0
20.354389,55.074757,1,1,42.19173,99.833214,62.27607,1,1,0,0
-5.4008393,53.89653,0,1,53.207951,60.177197,99.833214,1,1,0,0
12.846464,55.897778,1,1,53.73645,47.29958,60.177197,0,1,1,0
7.793057,79.532967,1,0,45.864258,55.074757,47.29958,1,0,1,0
11.828271,36.945114,1,0,45.864258,53.89653,55.074757,1,1,0,0
59.065937,,1,0,44.54763,55.897778,53.89653,1,1,0,0
-20.957825,,0,0,38.864662,79.532967,55.897778,1,1,1,0
99.038086,74.26535,1,0,69.522194,,,,,1,1
70.409683,87.982681,1,1,69.522194,99.519043,,1,,0,1
53.318329,77.864197,1,0,69.343773,82.86055,99.519043,1,1,0,1
75.965355,68.529877,1,0,47.143646,74.26535,82.86055,1,1,1,0
65.082047,99.776222,1,0,56.876522,87.982681,74.26535,1,1,1,0
37.06065,100,1,0,56.876522,77.864197,87.982681,1,1,0,0
64.890945,71.279327,1,0,76.097626,100,99.776222,1,1,1,1
42.558655,76.235062,1,0,74.014404,100,82.445473,1,1,0,1
52.556885,100,1,1,48.817001,78.648849,71.279327,1,1,1,1
99.632576,71.229492,1,0,48.817001,76.235062,78.648849,1,1,0,1
100,70.020027,1,0,44.990524,99.816284,76.235062,1,1,0,0
42.458988,63.933945,1,0,42.670742,100,99.816284,1,1,1,0
40.060604,44.099655,1,0,48.485409,71.229492,100,1,1,1,1
27.902498,53.864742,1,0,48.485409,70.020027,71.229492,1,1,0,1
-11.800692,43.377625,0,1,51.14854,63.933945,70.020027,1,1,0,1
7.7368231,62.974506,1,1,30.934841,44.099655,63.933945,0,1,1,0
2.4635406,48.338875,1,1,27.79862,53.864742,44.099655,1,0,1,0
25.953564,61.728943,1,0,27.79862,43.377625,53.864742,1,1,0,0
-3.3177466,54.738926,0,1,51.926105,62.974506,43.377625,1,1,0,1
23.457886,49.568569,1,,38.500221,48.338875,62.974506,0,1,1,0
9.4800978,65.404579,1,0,34.660091,61.728943,48.338875,1,0,1,0
-.84848404,29.47784,0,1,34.660091,54.738926,61.728943,1,1,0,0
30.813595,62.469379,1,0,38.507217,49.568569,54.738926,0,1,0,0
-41.019039,51.043613,0,0,39.001602,65.404579,49.568569,1,0,1,0
24.938759,48.321026,1,0,48.019775,29.47784,65.404579,0,1,1,0
4.8514962,60.300983,1,1,48.019775,62.469379,29.47784,1,0,0,0
22.205353,,1,0,47.09111,48.321026,51.043613,0,1,1,0
-40.825127,,0,1,51.033306,60.300983,48.321026,1,0,1,0
36.757706,94.898346,1,0,76.633743,,,,,1,1
76.720551,100,1,1,79.507843,68.378853,,1,,1,1
100,99.998199,1,,70.906311,94.898346,88.360275,1,1,0,0
100,92.818336,1,0,74.142685,100,94.898346,1,1,1,0
85.636673,95.106552,1,0,56.555737,99.998199,100,1,1,0,0
100,96.936623,1,0,91.599045,92.818336,99.998199,1,1,0,1
90.213104,99.998535,1,0,87.104111,100,92.818336,1,1,1,1
93.873253,99.889656,1,0,84.8116,95.106552,100,1,1,1,1
99.99707,99.998848,1,0,84.8116,96.936623,95.106552,1,1,0,1
99.779305,99.994308,1,0,81.737167,99.998535,96.936623,1,1,0,1
99.997696,99.96804,1,0,60.79734,99.889656,99.998535,1,1,1,1
99.988617,99.938423,1,0,69.660484,99.998848,99.889656,1,1,1,0
99.936081,100,1,1,69.660484,99.994308,99.998848,1,1,0,0
99.876846,99.95327,1,0,66.405533,99.96804,99.994308,1,1,0,0
100,77.511497,1,0,62.539696,99.938423,99.96804,1,1,1,1
55.022991,71.736595,1,0,45.846321,99.95327,100,1,1,0,1
7.9469533,83.133888,1,0,26.749336,77.511497,99.95327,1,1,0,0
43.508987,49.128292,1,0,24.724535,53.973476,77.511497,1,1,1,0
66.267776,79.944328,1,0,66.938293,71.736595,53.973476,1,1,1,1
-1.743415,50.917019,0,1,66.938293,83.133888,71.736595,1,1,0,1
59.88866,100,1,0,55.789959,49.128292,83.133888,0,1,0,0
1.8340349,49.352585,1,0,39.802177,79.944328,49.128292,1,0,1,0
100,48.865856,1,0,39.498756,50.917019,79.944328,1,1,1,0
-1.2948275,45.150749,0,0,39.498756,100,50.917019,1,1,0,0
1.3289481,45.904491,1,1,43.468838,49.352585,100,0,1,0,0
